order_id,customer_id,order_date,product,quantity,amount,payment_mode
1287,704,2026-03-22,Mouse,4,2157.54,Card
1288,185,2026-02-15,Mouse,5,1563.9,UPI
1289,121,2026-03-30,Headphones,5,4881.99,UPI
1290,163,2026-03-07,Laptop,2,2656.57,UPI
1291,549,2026-05-12,Monitor,2,212.89,Card
1292,888,2026-02-25,Laptop,3,1887.96,Card
1293,226,2026-06-27,Phone,3,508.87,Cash
1294,494,2026-01-24,Tablet,5,1076.26,Cash
1295,479,2026-05-07,Headphones,5,3751.45,NetBanking
1296,945,2026-02-14,Phone,3,1045.97,NetBanking
1297,106,2026-05-31,Tablet,2,2959.88,Card
1298,977,2026-04-21,Headphones,4,3638.1,Cash
1299,836,2026-01-28,Keyboard,4,1661.87,NetBanking
1300,205,2026-04-06,Mouse,1,2879.0,NetBanking
1301,172,2026-05-11,Tablet,5,4458.3,NetBanking
1302,301,2026-06-15,Keyboard,3,3059.02,NetBanking
1303,31,2026-03-24,Headphones,2,661.78,Cash
1304,252,2026-06-18,Tablet,3,455.94,Card
1305,799,2026-01-03,Tablet,1,1640.82,Cash
1306,219,2026-03-24,Phone,5,2380.35,UPI
1307,395,2026-02-24,Keyboard,2,1489.71,UPI
1308,575,2026-06-05,Monitor,1,1462.44,NetBanking
1309,699,2026-03-23,Monitor,3,3805.39,Card
1310,202,2026-05-07,Headphones,1,343.33,Cash
1311,432,2026-04-26,Phone,5,684.37,Cash
1312,606,2026-05-28,Laptop,3,1976.0,UPI
1313,660,2026-05-28,Laptop,4,3938.2,Cash
1314,135,2026-04-14,Laptop,5,4224.05,UPI
1315,346,2026-01-18,Headphones,1,3259.4,NetBanking
1316,741,2026-03-23,Monitor,3,1574.89,NetBanking
1317,82,2026-03-22,Headphones,5,2826.61,UPI
1318,403,2026-04-27,Headphones,1,1562.37,Cash
1319,961,2026-01-08,Phone,1,3128.09,UPI
1320,143,2026-03-24,Monitor,4,615.16,Card
1321,175,2026-04-05,Monitor,5,531.28,UPI
1322,957,2026-01-14,Tablet,1,3472.38,UPI
1323,50,2026-01-20,Tablet,3,4741.01,NetBanking
1324,277,2026-02-05,Keyboard,4,3523.46,UPI
1325,130,2026-02-07,Monitor,5,1664.73,NetBanking
1326,653,2026-02-01,Keyboard,5,2289.22,Card
1327,592,2026-05-06,Tablet,3,2441.84,NetBanking
1328,232,2026-03-17,Mouse,1,549.82,Cash
1329,572,2026-03-04,Mouse,2,4194.16,UPI
1330,77,2026-01-16,Phone,1,4861.65,Card
1331,480,2026-02-18,Headphones,1,4110.71,Cash
1332,214,2026-05-16,Keyboard,3,4088.58,Cash
1333,726,2026-02-09,Monitor,5,2324.71,UPI
1334,937,2026-04-04,Headphones,4,737.3,Card
1335,799,2026-01-18,Tablet,4,2061.0,Card
1336,703,2026-05-28,Mouse,1,1605.02,Card
1337,473,2026-01-29,Phone,1,4393.36,NetBanking
1338,192,2026-05-02,Mouse,5,1407.11,NetBanking
1339,361,2026-05-21,Laptop,3,1401.34,NetBanking
1340,218,2026-05-09,Headphones,5,838.04,Cash
1341,55,2026-04-05,Laptop,1,2262.57,NetBanking
1342,750,2026-02-19,Tablet,2,4647.3,NetBanking
1343,181,2026-05-16,Keyboard,4,3010.84,NetBanking
1344,112,2026-06-15,Phone,1,3437.69,Card
1345,118,2026-01-10,Keyboard,3,360.38,Card
1346,68,2026-03-12,Phone,5,2707.45,NetBanking
1347,402,2026-02-26,Mouse,3,2025.14,NetBanking
1348,211,2026-02-22,Tablet,3,938.04,Cash
1349,752,2026-02-17,Keyboard,5,115.22,NetBanking
1350,757,2026-06-26,Phone,2,1596.09,Cash
1351,698,2026-02-17,Tablet,4,440.33,Card
1352,986,2026-05-02,Headphones,3,162.4,UPI
1353,182,2026-01-20,Phone,1,4874.42,Cash
1354,993,2026-01-01,Headphones,2,2421.77,NetBanking
1355,113,2026-01-05,Keyboard,3,321.36,Card
1356,538,2026-02-07,Monitor,1,2565.42,UPI
1357,312,2026-03-27,Headphones,4,4039.07,Cash
1358,559,2026-05-05,Tablet,3,1360.96,NetBanking
1359,14,2026-03-19,Mouse,3,4155.97,NetBanking
1360,116,2026-05-13,Mouse,1,1422.69,Card
1361,421,2026-06-18,Phone,3,4295.7,NetBanking
1362,32,2026-06-28,Headphones,3,1297.4,Card
1363,763,2026-04-07,Mouse,1,537.44,Cash
1364,899,2026-05-20,Headphones,5,3171.77,Card
1365,272,2026-03-31,Tablet,4,4560.6,NetBanking
1366,968,2026-03-21,Phone,1,4970.32,Cash
1367,855,2026-04-21,Monitor,4,3100.6,Cash
1368,296,2026-01-03,Headphones,2,639.93,NetBanking
1369,698,2026-03-16,Keyboard,5,836.12,Card
1370,311,2026-01-17,Monitor,3,2485.44,UPI
1371,465,2026-03-14,Monitor,5,300.67,UPI
1372,55,2026-01-02,Headphones,3,2493.0,UPI
1373,52,2026-03-31,Tablet,5,1332.02,Card
1374,977,2026-03-11,Phone,2,521.42,NetBanking
1375,600,2026-03-16,Phone,1,4599.47,NetBanking
1376,956,2026-06-23,Mouse,4,1837.7,NetBanking
1377,409,2026-01-26,Tablet,3,4837.84,Cash
1378,178,2026-06-23,Tablet,5,2863.15,Card
1379,700,2026-03-06,Phone,4,3861.54,Card
1380,309,2026-03-18,Keyboard,4,1594.48,Card
1381,385,2026-04-22,Laptop,2,3933.79,NetBanking
1382,711,2026-06-25,Mouse,3,1634.98,NetBanking
1383,363,2026-04-18,Headphones,4,2195.58,UPI
1384,935,2026-04-18,Laptop,2,2838.65,Cash
1385,806,2026-05-12,Tablet,2,1288.96,Cash
1386,55,2026-04-11,Phone,4,3801.14,UPI
1387,474,2026-05-13,Headphones,1,4056.66,UPI
1388,57,2026-06-16,Laptop,3,1423.86,UPI
1389,842,2026-05-04,Mouse,3,1523.83,UPI
1390,125,2026-06-22,Keyboard,1,3728.32,Card
1391,529,2026-05-07,Phone,2,806.34,Card
1392,309,2026-01-02,Monitor,4,3178.37,Card
1393,118,2026-02-09,Keyboard,1,429.0,UPI
1394,254,2026-05-02,Laptop,5,1101.04,NetBanking
1395,401,2026-02-01,Tablet,4,372.7,NetBanking
1396,189,2026-05-20,Tablet,5,4119.33,NetBanking
1397,880,2026-02-01,Headphones,2,3324.98,UPI
1398,190,2026-06-18,Phone,2,794.26,Card
1399,488,2026-03-16,Mouse,1,2454.29,NetBanking
1400,377,2026-04-11,Headphones,1,-100.0,NetBanking
1401,427,2026-02-07,Laptop,3,4086.12,NetBanking
1402,124,2026-01-03,Keyboard,3,2864.62,UPI
1403,661,2026-06-18,Keyboard,4,3287.07,UPI
1404,930,2026-02-05,Headphones,4,4544.59,Cash
1405,10,2026-04-02,Keyboard,5,4910.59,Card
1406,358,2026-05-15,Headphones,5,4522.5,UPI
1407,179,2026-04-01,Mouse,5,3314.0,Cash
1408,471,2026-02-05,Tablet,3,3604.39,NetBanking
1409,70,2026-06-15,Headphones,4,4589.18,NetBanking
1410,621,2026-05-28,Mouse,5,3328.96,Cash
1411,133,2026-05-31,Keyboard,3,3519.07,NetBanking
1412,70,2026-02-10,Phone,1,320.15,UPI
1413,512,2026-05-02,Tablet,2,4677.75,Card
1414,108,2026-02-14,Mouse,4,4508.99,NetBanking
1415,945,2026-06-06,Tablet,1,415.41,UPI
1416,868,2026-04-24,Monitor,3,3774.68,UPI
1417,946,2026-01-28,Mouse,4,952.93,NetBanking
1418,137,2026-05-27,Keyboard,2,4945.47,Card
1419,259,2026-06-23,Tablet,2,2506.4,Card
1420,760,2026-05-16,Monitor,2,894.24,UPI
1421,597,2026-06-21,Laptop,2,218.79,UPI
1422,830,2026-01-02,Tablet,4,788.76,UPI
1423,349,2026-06-14,Keyboard,4,1007.99,Card
1424,853,2026-05-02,Keyboard,3,1116.63,Cash
1425,634,2026-02-05,Monitor,1,4508.8,NetBanking
1426,438,2026-01-19,Keyboard,1,3164.81,Card
1427,802,2026-01-26,Laptop,4,2634.51,Card
1428,53,2026-03-26,Laptop,2,3047.3,Cash
1429,945,2026-04-10,Mouse,3,4157.93,UPI
1430,894,2026-03-15,Laptop,5,4370.22,Card
1431,874,2026-06-06,Keyboard,3,2637.02,NetBanking
1432,634,2026-06-28,Laptop,5,377.58,NetBanking
1433,960,2026-03-09,Mouse,1,4595.22,UPI
1434,347,2026-02-21,Tablet,1,2164.89,Card
1435,210,2026-03-26,Monitor,1,2780.73,Card
1436,506,2026-05-25,Keyboard,1,457.27,Cash
1437,73,2026-06-03,Mouse,5,4754.55,UPI
1438,909,2026-02-03,Tablet,1,2801.98,UPI
1439,37,2026-02-27,Mouse,3,2533.32,NetBanking
1440,490,2026-02-28,Laptop,1,1586.75,UPI
1441,793,2026-02-20,Keyboard,5,3930.93,NetBanking
1442,699,2026-01-05,Keyboard,4,3449.62,UPI
1443,397,2026-06-28,Phone,4,3851.84,NetBanking
1444,563,2026-04-23,Laptop,5,775.08,Cash
1445,361,2026-04-22,Laptop,2,1048.86,Card
1446,95,2026-02-28,Headphones,5,2984.23,UPI
1447,822,2026-03-05,Monitor,1,173.0,UPI
1448,59,2026-02-16,Tablet,1,720.91,Cash
1449,359,2026-03-04,Tablet,2,3051.84,NetBanking
1450,491,2026-06-18,Laptop,1,3322.16,Cash
1451,961,2026-05-07,Mouse,3,2763.87,Card
1452,455,2026-04-04,Monitor,5,3594.36,Cash
1453,890,2026-05-15,Tablet,3,3302.85,UPI
1454,56,2026-04-16,Mouse,5,1798.51,NetBanking
1455,287,2026-02-05,Monitor,5,484.39,Card
1456,313,2026-02-23,Laptop,3,3735.35,Card
1457,37,2026-06-28,Headphones,4,4891.76,UPI
1458,22,2026-01-09,Tablet,3,2544.65,NetBanking
1459,308,2026-01-22,Laptop,3,4153.18,NetBanking
1460,508,2026-04-08,Headphones,4,192.36,UPI
1461,230,2026-02-17,Mouse,4,1108.08,UPI
1462,677,2026-05-19,Monitor,3,1595.23,UPI
1463,932,2026-03-28,Monitor,3,3082.82,Card
1464,776,2026-06-09,Headphones,4,233.99,UPI
1465,827,2026-04-10,Mouse,3,635.13,NetBanking
1466,435,2026-05-26,Monitor,5,2905.75,Cash
1467,167,2026-04-30,Mouse,2,4805.49,Card
1468,930,2026-06-24,Tablet,1,174.4,Card
1469,790,2026-03-28,Keyboard,4,2759.74,UPI
1470,631,2026-03-10,Mouse,3,,UPI
1471,128,2026-06-19,Tablet,3,1603.79,Card
1472,455,2026-04-23,Laptop,4,2367.35,UPI
1473,990,2026-06-13,Monitor,5,1857.75,Card
1474,419,2026-01-21,Tablet,5,387.07,Cash
1475,977,2026-02-16,Tablet,3,413.81,Cash
1476,890,2026-02-28,Mouse,2,2525.15,Card
1477,893,2026-01-13,Phone,1,3127.95,UPI
1478,189,2026-04-23,Keyboard,3,3453.76,UPI
1479,567,2026-01-16,Mouse,3,3615.05,Cash
1480,17,2026-04-01,Keyboard,1,3424.1,Card
1481,359,2026-05-10,Headphones,1,634.9,UPI
1482,243,2026-05-27,Tablet,4,1099.81,UPI
1483,658,2026-03-14,Phone,1,2189.73,Cash
1484,622,2026-03-27,Headphones,3,3962.01,NetBanking
1485,966,2026-06-09,Laptop,2,4870.16,Cash
1486,46,2026-02-08,Keyboard,1,1525.28,UPI
1487,624,2026-03-22,Keyboard,5,1136.25,Cash
1488,963,2026-05-30,Laptop,2,1152.86,NetBanking
1489,781,2026-01-21,Laptop,2,4989.32,NetBanking
1490,552,2026-05-16,Monitor,1,3691.92,NetBanking
1491,676,2026-04-23,Tablet,3,2669.8,Card
1492,857,2026-03-04,Tablet,2,2918.69,Cash
1493,237,2026-01-30,Mouse,2,2333.52,NetBanking
1494,751,2026-04-15,Tablet,1,4792.28,Cash
1495,574,2026-04-03,Mouse,4,2577.65,Card
1496,460,2026-02-28,Keyboard,2,3952.89,Card
1497,796,2026-06-22,Keyboard,2,4555.4,Cash
1498,815,2026-03-22,Laptop,1,1505.74,NetBanking
1499,432,2026-02-07,Keyboard,4,2574.63,Card
1500,922,2026-04-27,Laptop,2,981.59,UPI
1501,429,2026-05-22,Mouse,4,1390.54,UPI
1502,130,2026-04-21,Laptop,2,4360.35,UPI
1503,136,2026-05-16,Headphones,4,2623.0,Cash
1504,131,2026-05-23,Phone,3,2071.36,UPI
1505,345,2026-03-28,Keyboard,5,4497.39,UPI
1506,740,2026-04-01,Headphones,4,321.66,NetBanking
1507,759,2026-03-16,Monitor,4,4190.54,Card
1508,752,2026-05-31,Monitor,5,998.91,UPI
1509,156,2026-06-01,Keyboard,3,4488.44,NetBanking
1510,389,2026-02-15,Keyboard,5,1670.14,Cash
1511,968,2026-03-01,Tablet,4,3887.73,Cash
1512,50,2026-05-15,Keyboard,5,2864.24,NetBanking
1513,293,2026-03-23,Monitor,2,1681.72,Card
1514,43,2026-02-23,Headphones,5,4088.54,Cash
1515,589,2026-03-22,Laptop,3,4409.96,Cash
1516,170,2026-03-12,Headphones,4,680.9,Card
1517,907,2026-03-08,Keyboard,1,929.67,Card
1518,683,2026-01-25,Phone,5,1465.28,Card
1519,29,2026-01-11,Keyboard,5,3032.12,Card
1520,7,2026-01-07,Tablet,2,2492.99,Cash
1521,965,2026-04-20,Mouse,4,4744.61,Card
1522,851,2026-01-29,Mouse,1,2323.86,NetBanking
1523,911,2026-03-09,Laptop,2,2218.1,Cash
1524,750,2026-04-01,Monitor,1,3376.71,Card
1525,745,2026-02-10,Keyboard,3,464.32,Cash
1526,465,2026-05-12,Mouse,1,3190.06,Cash
1527,914,2026-04-21,Laptop,5,4631.18,Cash
1528,195,2026-06-19,Monitor,1,4223.01,UPI
1529,252,2026-04-07,Monitor,2,770.69,Card
1530,272,2026-05-05,Monitor,2,2403.57,NetBanking
1531,290,2026-06-12,Laptop,5,745.78,Card
1532,4,2026-05-06,Keyboard,5,2228.16,Card
1533,728,2026-04-18,Mouse,3,972.76,NetBanking
1534,647,2026-06-13,Tablet,4,2961.1,Card
1535,899,2026-03-01,Tablet,4,1570.49,NetBanking
1536,816,2026-06-03,Tablet,5,3187.13,NetBanking
1537,303,2026-01-29,Monitor,3,573.01,NetBanking
1538,993,2026-03-05,Mouse,4,2291.15,UPI
1539,181,2026-03-23,Mouse,1,2377.21,Cash
1540,714,2026-02-02,Monitor,4,2050.64,NetBanking
1541,616,2026-03-02,Laptop,3,2118.81,Cash
1542,520,2026-04-15,Laptop,5,1154.02,Cash
1543,268,2026-04-16,Headphones,4,3407.45,NetBanking
1544,409,2026-01-14,Tablet,4,1377.43,Card
1545,348,2026-01-12,Tablet,4,3217.7,NetBanking
1546,227,2026-02-12,Keyboard,2,2905.28,UPI
1547,971,2026-06-06,Tablet,2,4844.45,UPI
1548,974,2026-04-08,Laptop,3,3638.92,Cash
1549,786,2026-01-17,Mouse,1,3853.46,Card
1550,371,2026-02-10,Monitor,5,2723.82,NetBanking
1551,881,2026-03-16,Monitor,2,3617.32,Cash
1552,340,2026-05-22,Mouse,2,2125.64,UPI
1553,37,2026-05-15,Laptop,5,4242.86,NetBanking
1554,811,2026-02-10,Tablet,3,2476.01,UPI
1555,236,2026-06-26,Phone,1,3194.62,Cash
1556,768,2026-04-07,Mouse,4,705.85,Card
1557,838,2026-03-11,Monitor,1,3728.58,UPI
1558,76,2026-06-30,Monitor,4,2572.1,UPI
1559,16,2026-05-19,Keyboard,2,3738.99,UPI
1560,754,2026-04-11,Phone,5,2982.16,Cash
1561,804,2026-05-12,Mouse,1,1686.26,Cash
1562,281,2026-01-26,Tablet,5,2348.64,NetBanking
1563,386,2026-01-24,Phone,4,1527.07,Cash
1564,495,2026-06-29,Keyboard,5,1493.67,Card
1565,392,2026-05-08,Mouse,4,184.34,Cash
1566,782,2026-01-28,Headphones,2,2778.25,UPI
1567,407,2026-04-25,Tablet,4,3878.91,UPI
1568,659,2026-02-06,Monitor,1,1621.99,UPI
1569,575,2026-05-06,Keyboard,2,929.35,UPI
1570,145,2026-05-02,Keyboard,5,2075.66,Card
1571,61,2026-03-06,Headphones,3,3860.3,Cash
1572,855,2026-03-24,Mouse,5,838.0,NetBanking
1573,893,2026-06-26,Phone,5,127.3,NetBanking
1574,559,2026-06-16,Phone,3,2549.1,NetBanking
1575,726,2026-05-23,Monitor,1,-100.0,UPI
1576,436,2026-04-07,Phone,1,3526.35,Card
1577,533,2026-02-12,Phone,4,3765.93,UPI
1578,40,2026-05-07,Phone,5,4438.96,NetBanking
1579,144,2026-05-21,Headphones,4,3770.07,UPI
1580,304,2026-03-17,Mouse,3,676.16,Cash
1581,630,2026-05-25,Mouse,2,4458.77,Card
1582,298,2026-02-22,Monitor,5,2663.93,Cash
1583,532,2026-05-01,Headphones,2,3062.14,Cash
1584,950,2026-02-04,Phone,5,3759.14,NetBanking
1585,11,2026-02-15,Phone,4,1656.67,UPI
1586,6,2026-02-18,Phone,1,1628.02,NetBanking
1587,339,2026-06-09,Headphones,5,564.1,Card
1588,69,2026-05-24,Phone,3,1817.22,UPI
1589,951,2026-03-14,Monitor,4,1043.94,Cash
1590,377,2026-04-14,Tablet,5,3160.05,Card
1591,80,2026-01-27,Mouse,2,3003.93,Cash
1592,183,2026-01-27,Phone,5,1388.39,NetBanking
1593,339,2026-06-01,Keyboard,3,2920.71,NetBanking
1594,215,2026-03-01,Phone,1,923.69,Card
1595,147,2026-01-01,Tablet,1,907.61,UPI
1596,141,2026-04-23,Headphones,4,2607.36,Cash
1597,310,2026-01-31,Phone,5,2551.84,NetBanking
1598,387,2026-06-30,Headphones,3,3892.21,Cash
1599,859,2026-05-16,Laptop,5,2657.73,Card
1600,979,2026-06-12,Monitor,3,913.97,Card
1601,861,2026-04-24,Headphones,3,2242.49,UPI
1602,572,2026-06-16,Tablet,2,4508.83,UPI
1603,887,2026-04-30,Monitor,3,1891.87,NetBanking
1604,219,2026-02-18,Headphones,3,3123.17,Card
1605,956,2026-01-03,Phone,4,3763.38,Cash
1606,539,2026-05-31,Tablet,3,1054.95,UPI
1607,933,2026-03-06,Keyboard,1,1907.45,Cash
1608,35,2026-06-14,Headphones,4,3271.37,UPI
1609,713,2026-03-12,Mouse,1,3550.9,UPI
1610,884,2026-05-01,Keyboard,4,3618.34,NetBanking
1611,178,2026-06-15,Monitor,5,2419.9,UPI
1612,40,2026-06-06,Mouse,2,1910.72,Card
1613,892,2026-01-22,Headphones,1,4269.62,UPI
1614,455,2026-01-16,Tablet,1,3223.64,Cash
1615,874,2026-06-07,Mouse,1,1051.49,Cash
1616,858,2026-03-23,Mouse,2,3392.76,Cash
1617,529,2026-06-20,Headphones,4,169.44,UPI
1618,67,2026-05-09,Phone,3,1045.41,UPI
1619,177,2026-03-12,Keyboard,2,2272.65,NetBanking
1620,178,2026-01-01,Tablet,3,3212.97,Cash
1621,121,2026-05-26,Monitor,1,1773.12,NetBanking
1622,91,2026-01-24,Phone,1,669.68,Card
1623,326,2026-01-06,Monitor,2,2996.63,UPI
1624,223,2026-04-28,Laptop,2,3225.93,Cash
1625,858,2026-02-18,Mouse,2,3436.36,Cash
1626,55,2026-03-15,Phone,3,1958.62,Card
1627,579,2026-02-27,Monitor,2,1646.15,Cash
1628,905,2026-03-17,Tablet,4,1076.2,Cash
1629,95,2026-05-29,Tablet,3,2500.44,NetBanking
1630,850,2026-02-13,Laptop,5,3192.03,NetBanking
1631,160,2026-02-23,Mouse,4,2735.95,Cash
1632,662,2026-03-15,Phone,3,4073.45,Cash
1633,93,2026-02-23,Tablet,2,2615.04,NetBanking
1634,268,2026-01-30,Keyboard,2,254.1,NetBanking
1635,144,2026-03-24,Tablet,5,2389.51,NetBanking
1636,675,2026-01-09,Tablet,1,2983.11,Cash
1637,891,2026-02-10,Headphones,4,4515.02,Cash
1638,345,2026-01-26,Phone,3,3274.62,Cash
1639,167,2026-02-17,Monitor,1,2387.52,NetBanking
1640,829,2026-06-01,Keyboard,4,3121.4,NetBanking
1641,485,2026-03-06,Mouse,3,4187.07,Cash
1642,495,2026-03-18,Laptop,2,3424.92,UPI
1643,432,2026-03-10,Keyboard,4,2186.88,UPI
1644,168,2026-03-18,Keyboard,5,2609.8,Card
1645,975,2026-02-05,Phone,3,4864.9,UPI
1646,994,2026-02-06,Monitor,3,542.95,NetBanking
1647,406,2026-01-01,Mouse,2,910.18,Card
1648,905,2026-03-20,Laptop,2,943.14,Card
1649,879,2026-01-24,Mouse,2,1096.28,Card
1650,702,2026-04-06,Laptop,4,2821.21,Card
1651,353,2026-05-21,Mouse,4,589.58,Card
1652,935,2026-04-07,Monitor,4,2414.3,Card
1653,782,2026-04-10,Phone,3,4593.05,Card
1654,410,2026-03-14,Monitor,4,3888.98,NetBanking
1655,547,2026-05-06,Mouse,5,451.12,UPI
1656,228,2026-02-15,Monitor,2,4439.38,Cash
1657,371,2026-01-01,Keyboard,5,1765.27,NetBanking
1658,937,2026-02-28,Phone,4,478.62,Card
1659,46,2026-04-22,Laptop,3,1135.04,NetBanking
1660,670,2026-02-08,Tablet,3,981.39,NetBanking
1661,692,2026-01-09,Tablet,4,4124.25,Card
1662,168,2026-05-13,Monitor,1,2051.26,NetBanking
1663,826,2026-06-25,Mouse,1,504.94,NetBanking
1664,823,2026-02-11,Tablet,2,4053.89,NetBanking
1665,703,2026-05-05,Mouse,4,2327.99,NetBanking
1666,790,2026-04-19,Tablet,1,367.11,NetBanking
1667,515,2026-05-02,Mouse,3,1926.84,Cash
1668,115,2026-04-19,Keyboard,4,3948.92,UPI
1669,154,2026-06-01,Tablet,2,134.09,NetBanking
1670,446,2026-03-14,Laptop,1,337.86,NetBanking
1671,472,2026-06-03,Mouse,3,1898.81,Cash
1672,436,2026-03-17,Monitor,1,1753.56,Cash
1673,184,2026-04-17,Laptop,4,1536.87,Cash
1674,305,2026-06-02,Laptop,3,3216.32,UPI
1675,545,2026-03-05,Phone,1,3719.53,UPI
1676,130,2026-06-12,Headphones,4,3661.26,Cash
1677,354,2026-06-26,Keyboard,2,4862.08,NetBanking
1678,42,2026-04-06,Laptop,2,475.03,UPI
1679,392,2026-01-21,Tablet,3,2611.9,NetBanking
1680,411,2026-03-07,Mouse,1,,NetBanking
1681,989,2026-02-19,Keyboard,3,670.48,Cash
1682,631,2026-03-04,Mouse,1,2618.79,Cash
1683,588,2026-04-22,Tablet,2,2417.3,Cash
1684,514,2026-06-04,Headphones,2,3390.05,Cash
1685,280,2026-02-23,Laptop,4,124.75,Card
1686,282,2026-06-03,Monitor,3,1408.56,UPI
1687,227,2026-03-25,Phone,1,1201.64,Cash
1688,746,2026-04-28,Keyboard,4,3588.96,Cash
1689,555,2026-05-23,Laptop,3,2006.29,Cash
1690,328,2026-04-24,Phone,4,1797.19,NetBanking
1691,216,2026-02-13,Mouse,4,2707.98,Cash
1692,413,2026-05-27,Laptop,4,258.11,Cash
1693,86,2026-05-16,Tablet,3,1117.0,Cash
1694,769,2026-06-22,Headphones,1,1645.16,Card
1695,640,2026-06-09,Tablet,5,2966.19,NetBanking
1696,426,2026-01-06,Monitor,3,4979.55,NetBanking
1697,241,2026-05-18,Phone,4,1938.89,UPI
1698,100,2026-02-24,Laptop,5,2039.17,Cash
1699,183,2026-04-13,Keyboard,4,4337.98,Cash
1700,770,2026-06-03,Tablet,3,1166.99,Cash
1701,646,2026-06-25,Mouse,3,617.63,NetBanking
1702,231,2026-05-07,Monitor,4,4309.38,Cash
1703,846,2026-02-10,Monitor,2,4630.3,NetBanking
1704,296,2026-03-27,Monitor,4,116.35,Card
1705,700,2026-04-09,Keyboard,4,4545.68,NetBanking
1706,421,2026-01-08,Keyboard,2,1025.49,Card
1707,625,2026-01-21,Keyboard,5,3137.61,NetBanking
1708,969,2026-06-06,Phone,2,211.88,NetBanking
1709,701,2026-04-05,Laptop,5,545.74,NetBanking
1710,566,2026-02-19,Monitor,2,2605.54,NetBanking
1711,378,2026-03-03,Phone,4,3642.99,Card
1712,331,2026-01-17,Laptop,2,749.99,NetBanking
1713,471,2026-06-04,Headphones,2,1300.73,Card
1714,997,2026-06-14,Laptop,5,2360.89,Cash
1715,894,2026-02-10,Phone,4,4608.76,UPI
1716,8,2026-06-24,Mouse,4,3768.18,NetBanking
1717,883,2026-04-17,Tablet,5,1988.05,UPI
1718,733,2026-06-15,Keyboard,1,3905.32,NetBanking
1719,493,2026-01-16,Tablet,4,4155.99,UPI
1720,373,2026-05-11,Mouse,4,2057.2,NetBanking
1721,807,2026-02-07,Monitor,3,707.88,UPI
1722,740,2026-04-16,Mouse,3,927.87,Card
1723,935,2026-05-04,Phone,3,1291.04,UPI
1724,338,2026-01-19,Headphones,4,3245.97,Card
1725,776,2026-03-17,Mouse,4,1374.0,Cash
1726,807,2026-03-08,Keyboard,3,2306.84,UPI
1727,780,2026-05-14,Tablet,1,786.1,Card
1728,902,2026-04-03,Mouse,3,1917.17,Cash
1729,968,2026-05-26,Mouse,3,3607.6,NetBanking
1730,731,2026-03-17,Phone,2,2255.33,Card
1731,623,2026-04-09,Tablet,2,1532.43,UPI
1732,872,2026-03-19,Phone,5,1137.14,UPI
1733,266,2026-05-11,Mouse,5,1884.39,NetBanking
1734,489,2026-02-13,Tablet,2,3130.45,Cash
1735,536,2026-05-05,Mouse,2,1934.38,NetBanking
1736,180,2026-04-08,Laptop,1,2471.59,Cash
1737,231,2026-02-27,Phone,3,1615.61,UPI
1738,666,2026-05-08,Headphones,5,1065.02,UPI
1739,861,2026-05-15,Phone,2,3756.66,Cash
1740,681,2026-06-10,Laptop,3,260.92,UPI
1741,278,2026-05-17,Monitor,5,2811.09,UPI
1742,994,2026-04-25,Keyboard,5,4009.8,Card
1743,251,2026-02-16,Mouse,2,1354.75,Card
1744,707,2026-02-15,Laptop,5,3615.16,Cash
1745,566,2026-02-18,Mouse,1,1459.64,Card
1746,536,2026-02-23,Phone,2,1583.53,NetBanking
1747,476,2026-01-14,Tablet,1,581.52,Card
1748,490,2026-01-22,Headphones,2,670.39,UPI
1749,556,2026-06-03,Headphones,3,2987.94,UPI
1750,596,2026-01-29,Mouse,4,-100.0,Card
1751,604,2026-06-07,Monitor,4,4048.25,UPI
1752,258,2026-06-03,Tablet,4,3797.35,Card
1753,337,2026-05-12,Tablet,3,2585.74,Cash
1754,889,2026-03-29,Tablet,5,2707.73,Cash
1755,641,2026-02-16,Headphones,1,2256.21,Cash
1756,915,2026-05-01,Headphones,2,4874.34,Card
1757,68,2026-06-22,Tablet,1,3826.15,NetBanking
1758,351,2026-05-18,Monitor,2,3225.63,Card
1759,798,2026-03-01,Phone,3,632.69,Cash
1760,328,2026-05-01,Laptop,3,3855.46,Card
1761,585,2026-03-24,Phone,2,3392.25,NetBanking
1762,805,2026-02-10,Keyboard,2,941.71,Cash
1763,980,2026-05-02,Mouse,5,2630.68,NetBanking
1764,799,2026-02-28,Tablet,4,3659.69,Cash
1765,380,2026-03-27,Mouse,3,810.43,Cash
1766,461,2026-05-25,Headphones,4,1609.28,UPI
1767,781,2026-01-15,Headphones,3,4705.94,Card
1768,999,2026-03-12,Laptop,2,2338.76,Card
1769,678,2026-03-17,Monitor,3,3611.7,UPI
1770,330,2026-04-08,Tablet,5,2194.74,Card
1771,817,2026-05-09,Headphones,3,1153.4,UPI
1772,77,2026-03-25,Mouse,4,1291.38,NetBanking
1773,975,2026-01-12,Monitor,4,4858.55,NetBanking
1774,256,2026-06-05,Keyboard,4,1472.7,UPI
1775,104,2026-03-29,Tablet,5,374.96,Cash
1776,449,2026-01-29,Headphones,2,4625.67,UPI
1777,333,2026-04-16,Monitor,2,4888.18,Card
1778,604,2026-02-21,Keyboard,1,1564.39,NetBanking
1779,252,2026-05-20,Monitor,3,1706.43,Cash
1780,707,2026-01-18,Monitor,3,207.07,Cash
1781,927,2026-02-24,Phone,3,3886.24,NetBanking
1782,234,2026-03-27,Phone,3,2357.94,Cash
1783,619,2026-01-06,Phone,1,3763.49,NetBanking
